# Three of these six are live in any one game -- the seed
# decides which. Written by hints.py from clauses.py; see
# hints.py on why the sentences are unique and what they
# assert is not.
# landmark	descriptor	sentence
Major Town Houses of the Architect Victor Horta	french_is_spoken_at_the_top	STATEMENT. A girl selling cigarettes will swear to this and to nothing else: the paperwork was French even where the conversation was not.
Major Town Houses of the Architect Victor Horta	no_passport_needed_next_door	STATEMENT. A bus conductor, who has no reason to invent it, says there is no check on that border and there has not been for years.
Major Town Houses of the Architect Victor Horta	protected_around_the_millennium	SIGHTING. A barber puts her there. The brass plaque by the gate had a date on it from about a quarter-century back.
Major Town Houses of the Architect Victor Horta	somebody_made_this_by_hand	SIGHTING. A tailor puts her there. Whatever it is, a person made it, and made it better than they had to.
Makhonjwa Mountains	a_mountain	REPORT. Taken from a lighthouse keeper, who was reluctant: the weather at the top was a different day from the weather below.
Makhonjwa Mountains	in_africa	NOTE. Left for us by a groundsman. Her ticket had been issued at a desk in Africa.
Makhonjwa Mountains	south_of_the_line	WIRE. Relayed by a shoeshine boy and not yet checked: the moon was the wrong way up.
Makhonjwa Mountains	the_earth_showing_its_workings	RUMOUR. A stringer for the wire service has been paid twice for this and it has not changed: there are layers in the cliff and each one is an age.
Makhonjwa Mountains	the_old_empire_in_common	REPORT. A border guard's wife states that the road markings were laid out the way ours are.
Makhonjwa Mountains	thin_air	HEARSAY. A groundsman told it to somebody who told us. The climb left them wheezing, and they are not an old person.
Malbork Castle	a_castle	RUMOUR. A ticket clerk has been paid twice for this and it has not changed: there was a keep with arrow slits and a stair going the wrong way round.
Malbork Castle	a_president_who_governs	REPORT. A tailor states that the man on the office wall runs the country and is not decoration.
Malbork Castle	far_from_the_equator	SIGHTING. A watchmaker saw a woman answering the description. The light came in sideways all afternoon.
Malbork Castle	no_passport_needed_next_door	RUMOUR. They are saying, on the word of a road mender, that she crossed a border and nobody asked her for anything.
Malbork Castle	protected_around_the_millennium	REPORT. A ticket clerk states that the fence round it went up at about the time everyone was worrying about computers.
Malbork Castle	standing_before_the_maps	RUMOUR. A diver working the harbour has been paid twice for this and it has not changed: the stonework is of a period when nobody signed their work.
Maloti-Drakensberg Park	in_africa	WIRE. Relayed by a taxi driver and not yet checked: her ticket had been issued at a desk in Africa.
Maloti-Drakensberg Park	no_coast_in_this_country	RUMOUR. They are saying, on the word of a watchmaker, that the nearest port was a border crossing and two days away.
Maloti-Drakensberg Park	south_of_the_line	SIGHTING. A hotel maid puts her there. It was the wrong month entirely for the weather she was dressed for.
Maloti-Drakensberg Park	the_last_animals_of_their_kind	HEARSAY. A ferry hand told it to somebody who told us. They were told not to leave the path because of what nests beside it.
Maloti-Drakensberg Park	within_living_memory	STATEMENT. A stringer for the wire service, who has no reason to invent it, says it is modern, whatever the postcards imply.
Maloti-Drakensberg Park	you_cannot_stop_looking_at_it	STATEMENT. A hotel telephonist, who has no reason to invent it, says the postcards do not do it justice, and everybody says so, and they are right.
Mammoth Cave National Park	a_national_park	RUMOUR. A railway guard has been paid twice for this and it has not changed: the whole of it is a national park and she needed a permit.
Mammoth Cave National Park	a_reserve	NOTE. Left for us by a lighthouse keeper. The land is protected and there were signs saying what not to do.
Mammoth Cave National Park	in_north_america	STATEMENT. A scene-shifter will swear to this and to nothing else: the wire routed through a North American exchange.
Mammoth Cave National Park	the_earth_showing_its_workings	REPORT. A lighthouse keeper states that the ground is doing something the ground does not usually do.
Mammoth Cave National Park	thick_with_visitors	WIRE. From a baggage handler, unconfirmed: the queue was an hour long and she stood in all of it.
Mammoth Cave National Park	underground	WIRE. Relayed by a boatman and not yet checked: it was cold in there in a way that had nothing to do with the season.
Manas National Park	a_garden	SIGHTING. A railway guard saw a woman answering the description. It is kept, and keeping it is somebody's whole job.
Manas National Park	a_national_park	REPORT. Taken from a baggage handler, who was reluctant: there was a gate, a fee, and a warden who wrote their name down.
Manas National Park	living_things_doing_what_they_do	NOTE. Left for us by a girl selling cigarettes. Something living happens there on a scale that needs the whole valley.
Manas National Park	the_last_animals_of_their_kind	STATEMENT. A watchmaker, who has no reason to invent it, says there is a species in that valley and no other valley.
Manas National Park	within_living_memory	RUMOUR. A bar steward has been paid twice for this and it has not changed: the photographs of its construction are photographs, not engravings.
Manas National Park	you_cannot_stop_looking_at_it	RUMOUR. They are saying, on the word of a postal sorter, that the postcards do not do it justice, and everybody says so, and they are right.
Manovo-Gounda St. Floris National Park	a_garden	RUMOUR. A shoeshine boy has been paid twice for this and it has not changed: the planting was laid out by somebody with a plan and a budget.
Manovo-Gounda St. Floris National Park	a_national_park	HEARSAY. A signalman told it to somebody who told us. There were rangers, and a hut, and a book you sign going in.
Manovo-Gounda St. Floris National Park	in_africa	WIRE. From a woman selling flowers, unconfirmed: the money that changed hands was African money.
Manovo-Gounda St. Floris National Park	living_things_doing_what_they_do	WIRE. Relayed by a photographer touting for trade and not yet checked: the place is kept for a process rather than a thing -- a migration, a spawning, a slow return.
Manovo-Gounda St. Floris National Park	no_coast_in_this_country	NOTE. Left for us by an ambulance driver. The country has no navy and no reason for one.
Manovo-Gounda St. Floris National Park	the_last_animals_of_their_kind	REPORT. Taken from a watchmaker, who was reluctant: there is a species in that valley and no other valley.
Manu National Park	a_garden	REPORT. Taken from a bank teller, who was reluctant: somebody had decided where every tree in it would stand, a long time ago.
Manu National Park	a_national_park	HEARSAY. A nurse coming off shift told it to somebody who told us. There were rangers, and a hut, and a book you sign going in.
Manu National Park	in_south_america	SIGHTING. A bar steward saw a woman answering the description. The wire came up through South America.
Manu National Park	living_things_doing_what_they_do	REPORT. A groundsman states that they were told to come back in the right month to see the point of it.
Manu National Park	south_of_the_line	SIGHTING. A nurse coming off shift saw a woman answering the description. The moon was the wrong way up.
Manu National Park	the_last_animals_of_their_kind	SIGHTING. A bus conductor puts her there. The guides talk in numbers, and the numbers are two figures.
Mapungubwe Cultural Landscape	guarded_since_before_the_tourists	REPORT. A bookseller states that the preservation order on it is older than the coach parties.
Mapungubwe Cultural Landscape	in_africa	WIRE. From a shoeshine boy, unconfirmed: the stamps she bought were African and they kept one.
Mapungubwe Cultural Landscape	south_of_the_line	SIGHTING. A locksmith puts her there. It was the wrong month entirely for the weather she was dressed for.
Mapungubwe Cultural Landscape	the_old_empire_in_common	STATEMENT. A printer's apprentice will swear to this and to nothing else: the road markings were laid out the way ours are.
